type,botId,userId,timeStamp,channel,message
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-8975ef76-8ba4-5be5-a7f4-d756f9156256,2018-11-02T16:29:36 IST,skypeforbusiness,Give me few seconds while I validate your details ...
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-8975ef76-8ba4-5be5-a7f4-d756f9156256,2018-11-02T16:29:34 IST,skypeforbusiness,sap
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-8975ef76-8ba4-5be5-a7f4-d756f9156256,2018-11-02T16:29:24 IST,skypeforbusiness,"Well, Which one of the below task you want to perform. Please re-enter the task you want to perform displayed in below . Type 'discard' if this is not what you are looking for - 
 *  Reset SAP password
 *  Reset LUX password"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-8975ef76-8ba4-5be5-a7f4-d756f9156256,2018-11-02T16:29:23 IST,skypeforbusiness,"please reset my password sustem pr4, user 310140384"
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:43:00 IST,skypeforbusiness,Please share your experience with IT Service Desk ChatBot here(https://apps.ce.collabserv.com/communities/service/html/communityoverview?communityUuid=89e2557f-0909-4b4a-b60a-73ed967ffe96#fullpageWidgetId=Wa057855828c1_4735_836a_0ee89a520a7d&appId=373b4d95-d543-434f-8ae0-f463285b7c69&action=titleAction)
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:43:00 IST,skypeforbusiness,"Let me know if I can help you with anything else.

You can do that by simply typing your issue to me. :)"
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:43:00 IST,skypeforbusiness,Go to the url mentioned https://signify.service-now.com/sp?id=pl_sc_cat_item_ui&sys_id=08e7b076db5e9f08e4a929da4b961952 and submit your request
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:59 IST,skypeforbusiness,Your location is not enterend in Active Directory so you need to create a service request.
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:58 IST,skypeforbusiness,I can help you in ordering Headset
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:58 IST,skypeforbusiness,Yes
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:53 IST,skypeforbusiness,"I'm sorry, I did not recognize the value you have entered. Please select a value from the list."
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:52 IST,skypeforbusiness,Y
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:44 IST,skypeforbusiness,"Before we move futher, please tell me if you are from LATAM region? 
Type Yes or No"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:43 IST,skypeforbusiness,Order a headset
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:30 IST,skypeforbusiness,"You have entered an unknown user ID three times. If you do not know your user ID, you can contact sap.passwords@signify.com for assistance."
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:29 IST,skypeforbusiness,This user account does not exist on this SAP system.
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:28 IST,skypeforbusiness,Iujjj
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:23 IST,skypeforbusiness,Please check the username and provide the correct one.
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:22 IST,skypeforbusiness,This user account does not exist on this SAP system.
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:21 IST,skypeforbusiness,Ok
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:13 IST,skypeforbusiness,Please check the username and provide the correct one.
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:13 IST,skypeforbusiness,This user account does not exist on this SAP system.
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:10 IST,skypeforbusiness,Give me few seconds while I validate your details ...
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:10 IST,skypeforbusiness,Pr2
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:03 IST,skypeforbusiness,Please provide the SAP system you would like to have your password reset/user ID unlocked on.
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:42:02 IST,skypeforbusiness,Tub12
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:41:58 IST,skypeforbusiness,"I am unable to recognize your user id. Please enter the user id again for me to proceed.(if your SAP user id is nly123 then only enter nly123 in the chatbox.)
Please type &quot;start over&quot; if you want to ask a different question"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:41:58 IST,skypeforbusiness,Tg
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:41:54 IST,skypeforbusiness,Please provide your SAP userID
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:41:52 IST,skypeforbusiness,Reset sap password
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:41:21 IST,skypeforbusiness,"Ok, I am discarding the task for now. We can start over whenever you are ready."
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:41:20 IST,skypeforbusiness,Quit
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:56 IST,skypeforbusiness,"Are you able to establish a VPN Connection?

Please type Yes or No."
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:56 IST,skypeforbusiness,"You will receive a code via SMS which you will need to enter. 

Once entered, your VPN connection will be successfully established! :)"
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:52 IST,skypeforbusiness,"Now, use the &quot;Download List&quot; and select your VPN region from the entries.

Finally, press again on the &quot;Connect&quot;  button and enter your Signify AD Credentials."
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:51 IST,skypeforbusiness,"After the VPN connection is established, your VPN profile download will start."
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:47 IST,skypeforbusiness,"Awesome. Once the installation is complete, open the &quot;Cisco AnyConnect&quot; client.

When prompted, please enter remoteaccess.lighting.com and click &quot;Connect&quot;."
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:47 IST,skypeforbusiness,Y
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:38 IST,skypeforbusiness,Type &quot;Yes&quot; when you are ready to proceed.
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:38 IST,skypeforbusiness,"Now, simply follow these 2 steps:

1. Click the &quot;Download&quot; button.

2. Next, click on &quot;Cisco AnyConnect&quot;."
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:33 IST,skypeforbusiness,"No problem. 

Open this link: https://remoteaccess.lighting.com and fill in your credentials (Signify Email ID and Password). :D"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:33 IST,skypeforbusiness,N
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:26 IST,skypeforbusiness,"Firstly, are you connected to the Signify network?

Please type Yes or No."
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:26 IST,skypeforbusiness,Let's get started then!
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:25 IST,skypeforbusiness,Y
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:19 IST,skypeforbusiness,"Shall we start the installation? :)

Please type Yes or No."
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:19 IST,skypeforbusiness,Cisco AnyConnect client is installed to set up VPN on your laptop.
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:18 IST,skypeforbusiness,1
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:11 IST,skypeforbusiness,"So, tell me how I can help you.

Please type your issue:

1. How to install VPN?

2. I have an issue connecting to VPN."
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:11 IST,skypeforbusiness,Thank you Sunitha for reaching out to me for your VPN related question.
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:40:09 IST,skypeforbusiness,Vpn
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:39:51 IST,skypeforbusiness,"I can help you with –  
 
* Basic IT questions: About your PC and peripherals, Outlook, Skype for business and more. See [this link](https://apps.ce.collabserv.com/wikis/home?lang=en-us#!/wiki/Wbff930cb790d_4e33_8c27_a13582a302d9/page/Virtual%20Assistant).  
 
* SAP: Password resets and unlocking accounts due to incorrect logon.  
 
* SNC: Status of Purchase Orders, EDI Confirmations and checking EDI ASN details  
 
You can continue to chat with me here or, if you want a better, media-rich user experience please visit me on my web page [link] (http://dev.bot.intra.lighting.com/Virtualassistant/).  
 
You will need to be on the Signify network or connected to it via VPN to access my web avatar"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:39:50 IST,skypeforbusiness,Help
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:39:36 IST,skypeforbusiness,"I have discarded our previous conversation because of inactivity timeout.  
 
You can continue to chat with me here or, if you want a better, media-rich user experience please visit me on my web page [link] (https://www.bot.intra.lighting.com/thea/).  
 
You will need to be on the Signify network or connected to it via VPN to access my web avatar"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-5cddee24-2b3f-5c99-be7b-2e9cf63f97df,2018-11-03T16:39:35 IST,skypeforbusiness,Hi
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-c1263b66-dffd-5eeb-a3b5-ce55acbdc64b,2018-11-03T14:16:53 IST,rtm,Please type 'How can you help me' for any more help.
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-c1263b66-dffd-5eeb-a3b5-ce55acbdc64b,2018-11-03T14:16:52 IST,rtm,As per your request the password of your userID 310200652 on the SAP system PR4 client 310 is reset. If needed your userID has also been unlocked. You will receive a mail containing a new one-time use password and instructions.
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-c1263b66-dffd-5eeb-a3b5-ce55acbdc64b,2018-11-03T14:16:49 IST,rtm,Give me few seconds while I validate your details ...
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-c1263b66-dffd-5eeb-a3b5-ce55acbdc64b,2018-11-03T14:16:48 IST,rtm,PR4
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-c1263b66-dffd-5eeb-a3b5-ce55acbdc64b,2018-11-03T14:16:45 IST,rtm,"{""type"":""template"",""payload"":{""template_type"":""button"",""text"":""Please select the SAP system you would like to have your password reset/user ID unlocked on. Select ‘Others’ to see more systems."",""subText"":""Choose an option below..."",""buttons"":[{""type"":""postback"",""title"":""PR4 - SAP Lighting R/3"",""payload"":""PR4""},{""type"":""postback"",""title"":""PR2 - SAP Luminaires R/3"",""payload"":""PR2""},{""type"":""postback"",""title"":""BP5 - SAP Lighting BI (Helios)"",""payload"":""BP5""},{""type"":""postback"",""title"":""GLP - SAP Lighting GRC"",""payload"":""GLP""},{""type"":""postback"",""title"":""Others"",""payload"":""Others""}]}}"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-c1263b66-dffd-5eeb-a3b5-ce55acbdc64b,2018-11-03T14:16:44 IST,rtm,Yes
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-c1263b66-dffd-5eeb-a3b5-ce55acbdc64b,2018-11-03T14:16:41 IST,rtm,"{""type"":""template"",""payload"":{""template_type"":""button"",""text"":""Is your SAP userID 310200652 ?"",""buttons"":[{""type"":""postback"",""title"":""Yes"",""payload"":""Yes""},{""type"":""postback"",""title"":""No"",""payload"":""No""}]}}"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-c1263b66-dffd-5eeb-a3b5-ce55acbdc64b,2018-11-03T14:16:40 IST,rtm,Reset SAP password
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-c1263b66-dffd-5eeb-a3b5-ce55acbdc64b,2018-11-03T14:16:36 IST,rtm,"{""type"":""template"",""payload"":{""template_type"":""button"",""text"":""Well, Which one of the below task you want to perform. Please click on it. Type 'discard' if this is not what you are looking for "",""subText"":""Well, Which one of the below task you want to perform. Please click on it. Type 'discard' if this is not what you are looking for "",""buttons"":[{""type"":""postback"",""title"":"" Reset SAP password"",""payload"":"" Reset SAP password""},{""type"":""postback"",""title"":"" Reset LUX password"",""payload"":"" Reset LUX password""}]}}"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-c1263b66-dffd-5eeb-a3b5-ce55acbdc64b,2018-11-03T14:16:35 IST,rtm,password reset
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-e04d3fcf-46da-5e53-8154-a19acf41015e,2018-11-03T11:59:40 IST,rtm,Write the purpose of returning the equipment
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-e04d3fcf-46da-5e53-8154-a19acf41015e,2018-11-03T11:59:38 IST,rtm,Yes
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-e04d3fcf-46da-5e53-8154-a19acf41015e,2018-11-03T11:59:32 IST,rtm,"{""type"":""template"",""payload"":{""template_type"":""button"",""text"":""Is this your email id  chetan.parmar@signify.com"",""buttons"":[{""type"":""postback"",""title"":""Yes, move forward"",""payload"":""Yes""},{""type"":""postback"",""title"":""No, I want to change the Email address"",""payload"":""No""}]}}"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-e04d3fcf-46da-5e53-8154-a19acf41015e,2018-11-03T11:59:22 IST,rtm,i need to installed in my laptop signify templete in power point
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-e04d3fcf-46da-5e53-8154-a19acf41015e,2018-11-03T11:58:47 IST,rtm,I am unable to find an answer. Please try something else.
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-e04d3fcf-46da-5e53-8154-a19acf41015e,2018-11-03T11:58:46 IST,rtm,i am chetan parmar from VLF
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-e04d3fcf-46da-5e53-8154-a19acf41015e,2018-11-03T11:58:33 IST,rtm,"Hi there! I'm your Virtual Assistant. I can help you on few SAP,ITSM and SNC related tasks.Type 'what can you do' for more info."
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-e04d3fcf-46da-5e53-8154-a19acf41015e,2018-11-03T11:58:31 IST,rtm,hello
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:06:20 IST,skypeforbusiness,"You're welcome! Do type 'What can you do' to get list of all SAP,ITSM and SNC related tasks that I can help you with if you want to continue."
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:06:19 IST,skypeforbusiness,thank you
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:05:12 IST,skypeforbusiness,Please type 'How can you help me' for any more help.
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:05:12 IST,skypeforbusiness,As per your request the password of your userID 600031978 on the SAP system PR4 client 310 is reset. If needed your userID has also been unlocked. You will receive a mail containing a new one-time use password and instructions.
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:05:08 IST,skypeforbusiness,Give me few seconds while I validate your details ...
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:05:07 IST,skypeforbusiness,MIM: 600031978
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:04:51 IST,skypeforbusiness,Please provide your SAP userID
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:04:50 IST,skypeforbusiness,I need access to my SAP PR4 account
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:03:35 IST,skypeforbusiness,Please share your experience with IT Service Desk ChatBot here(https://apps.ce.collabserv.com/communities/service/html/communityoverview?communityUuid=89e2557f-0909-4b4a-b60a-73ed967ffe96#fullpageWidgetId=Wa057855828c1_4735_836a_0ee89a520a7d&appId=373b4d95-d543-434f-8ae0-f463285b7c69&action=titleAction)
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:03:34 IST,skypeforbusiness,"Let me know if I can help you with anything else.

You can do that by simply typing your issue to me. :)"
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:03:34 IST,skypeforbusiness,This will require you to raise a service request. Copy and open this url https://signify.service-now.com/sp?id=pl_sc_cat_item_ui&sys_id=e5fa6466dbb87a04dbe0b14ffe961962 to move forward.
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:03:33 IST,skypeforbusiness,without
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:03:19 IST,skypeforbusiness,"Do you want an associated e-mail address (Office 365 license) to manage the functional LUX account? 
Type &quot;With&quot; or &quot;Without&quot;"
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:03:18 IST,skypeforbusiness,I will now need a few details before proceeding further
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:03:17 IST,skypeforbusiness,Create Functional Account
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:02:50 IST,skypeforbusiness,"I'm sorry, I am not able to understand the input you have given. Please select your option once again or type &quot;Discard All&quot; to start again."
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:02:49 IST,skypeforbusiness,600031978
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:02:38 IST,skypeforbusiness,"I'm sorry, I am not able to understand the input you have given. Please select your option once again or type &quot;Discard All&quot; to start again."
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:02:37 IST,skypeforbusiness,Please reset my account in PR4
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:02:09 IST,skypeforbusiness,"I'm sorry, I am not able to understand the input you have given. Please select your option once again or type &quot;Discard All&quot; to start again."
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:02:08 IST,skypeforbusiness,Me podrias desbloquear mi cuenta de PR4 en SAP
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:01:45 IST,skypeforbusiness,"Can you type the exact help you would like with respect to Functional Account from the below list
1.Create Functional Account
2.Change Owner of/Delete Functional Account
3.Set up delegation for Functional Account
4.Add functional account to Outlook"
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:01:44 IST,skypeforbusiness,"Hi there! I'm your Virtual Assistant. I can help you on few SAP,ITSM and SNC related tasks.Type 'what can you do' for more info."
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T05:01:44 IST,skypeforbusiness,Hola
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T04:54:35 IST,skypeforbusiness,"Can you type the exact help you would like with respect to Functional Account from the below list
1.Create Functional Account
2.Change Owner of/Delete Functional Account
3.Set up delegation for Functional Account
4.Add functional account to Outlook"
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T04:54:35 IST,skypeforbusiness,"Sure, let me help you"
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T04:54:34 IST,skypeforbusiness,the password is incorrect
outgoing,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T04:54:19 IST,skypeforbusiness,I am unable to find an answer. Please try something else.
incoming,st-710e7d3d-f795-569f-9055-6f158ca1cf28,u-02d70601-e6b8-57a9-8d80-d55295121d63,2018-11-03T04:54:18 IST,skypeforbusiness,600031978
